Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
T007-B1BALCells-PLmiRNA2_S27_qualimap	39595.7416465	43774.258363	45395.6976024	46485.0436992	54895.7071909	58235.2211596	60460.1303364	62901.9573032	63520.7371455	64493.011489	65548.8290191	65310.0363844	64964.8281864	65166.3312512	64636.5327542	64561.7150667	64945.2516884	65203.4621789	65548.2889679	65099.6963536	65372.0913523	64931.9284845	64830.3099051	64499.833047	65248.8064558	58951.5568515	57961.3736518	57614.9681348	53924.727764	52260.7421307	51951.0560544	51184.6609054	51379.2750842	51682.1013277	51187.6165413	51141.7404712	51024.8072014	51398.8706998	51352.8249495	51540.3461034	51948.7572394	51563.1882968	51464.7051692	51736.5047214	52147.6369693	51785.3111458	50946.9897937	50021.4999189	49836.3652119	50153.1685917	50149.769954	50280.8313229	49953.027983	49080.6493263	48862.7912266	48652.421514	48471.6840074	48011.1370166	47769.4335365	47852.0896811	47922.3781016	47487.3773332	47045.5616216	46777.9301706	46962.9725238	46820.1024911	46644.1888116	46859.4077897	46404.9233965	45756.7407226	45586.5582302	45320.6142511	46285.9273551	46308.4652249	46322.6386068	45828.1364464	45356.7737896	44958.4677042	44177.4431924	44014.1200446	43915.9222782	43564.8581831	43000.6365814	43129.7162936	42689.2385986	42043.3892529	41416.589547	40336.5769752	39090.8227077	37711.2804749	35462.5456008	32681.0712646	29958.3063663	27040.0651887	24232.3396107	20842.1237281	16910.9297955	12880.9803705	8850.98025088	3416.35426429
T007-B2BCGBAL-PBmiRNA1_S2_qualimap	29985.2582998	32510.6251305	33673.0749406	34830.4068228	39181.3661615	41488.6259547	43293.7370771	45190.9601354	45898.3104353	46922.3811642	48033.9671445	48101.9922841	48016.9648601	48310.7658437	48030.4671977	48094.3670866	48484.3994059	48725.9394447	48933.3844111	48713.9785432	48895.8465402	48483.4853602	48319.3614136	48186.9197131	48564.6926529	45925.3898854	45596.9594657	45399.6630307	43302.6241667	42356.7053677	42183.3318859	41528.3494974	41862.8950635	42170.4707537	41908.1552186	42001.5973455	41970.0461204	42249.9085825	42115.4218731	42181.8848942	42221.2159717	41873.9945276	41937.8479133	42274.9209918	42591.0631123	42408.1880208	41759.03556	41091.0355738	40897.7701073	41166.2073117	41504.0117277	41787.4815422	41504.8856969	41017.2950899	40817.7921457	40663.4419494	40550.7241575	40150.7004341	39851.4215852	39771.2121978	39765.3630225	39471.9100186	39150.3261076	38952.692995	39175.804873	39205.560468	39074.4330082	39228.7813515	38973.9789203	38633.5957552	38367.1363932	37913.7035884	38292.5104202	38304.8650539	38373.1955144	38216.9325157	38087.1103533	37837.9536129	37251.7553567	37107.459507	37036.9364959	36739.7392171	36487.4671633	36534.2939628	36138.2656912	35430.5655743	34990.227168	34155.6556365	33085.2651696	31779.2006034	29851.1341051	27542.7066641	25208.963365	22855.9472565	20445.9806579	17592.6847093	14225.8770468	10663.4239194	7096.49106162	2537.77601085
T007-B2BCGBAL-PLmiRNA2_S3_qualimap	36457.8034347	40374.8647989	41859.5285834	42957.7064193	49493.3293788	52469.4460208	54646.4828765	56970.9181403	57647.348886	58599.9812135	59610.607593	59440.3069453	59063.0682325	59273.7491252	58672.2917352	58657.5849067	59015.6516992	59229.1635642	59537.6254306	59247.7045923	59615.3890358	59156.038844	58967.1675257	58659.1800076	59326.8222647	54794.9109995	54016.7539135	53622.0958532	50078.5821324	48631.4258385	48430.0654081	47746.9930358	48004.1185279	48197.9900706	47642.0481292	47503.0702796	47406.0432684	47850.6356903	47827.8276889	47912.3001429	48169.1359687	47857.4867621	47781.9170318	48058.0020824	48503.3698847	48249.1835864	47485.8637487	46779.0409131	46672.0761537	46949.3512442	47231.9300563	47420.0141967	47049.5522219	46375.4777107	46051.5739961	45803.4137795	45678.9128939	45258.5799069	45040.5632577	45135.9439668	45190.4903731	44811.6596181	44463.9980371	44211.6863239	44360.9395991	44301.9642495	44108.6043157	44273.4896426	43869.4009591	43314.324653	43106.7795989	42856.5899441	43831.5907221	43876.5578839	43908.3740623	43529.5798108	43279.2228662	42943.3645313	42334.8267077	42264.8414972	42177.0163793	41835.2926133	41520.2826182	41604.0521043	41088.7340067	40425.3462972	39847.9077277	38796.199849	37609.8044124	36217.4748229	34028.3850877	31403.5875371	28830.859114	26099.5062328	23383.7067293	20255.745704	16501.4731921	12558.0006521	8632.07844	3327.53255066
T007-B2PPDBAL-PBmiRNA_S1_qualimap	31036.8103305	34325.1439531	35665.2397626	36571.1985926	43092.9983108	45585.4097182	47104.3344441	48643.5472079	49048.8188957	49821.732705	50560.6567288	50529.2026484	50365.230805	50561.1221106	50195.1736382	50140.7820834	50419.1048961	50632.995968	50839.387005	50575.873965	50819.6371555	50474.6168146	50499.9815632	50382.1618478	50774.3138652	45875.0093488	45122.0819755	44793.4786552	42396.9854312	41331.373356	41125.9855477	40738.6555956	40993.4139878	41176.7052926	40876.7213124	40771.2203328	40715.8786191	41089.7180838	41163.004962	41396.9655205	41681.122175	41540.0440256	41527.5171642	41599.4279489	41870.3568302	41689.3117018	41122.8777521	40584.7079056	40421.0471566	40706.1644536	40992.8330402	41095.7269217	40715.6612675	40169.5525635	39959.1801963	39837.8427945	39807.8552155	39573.2318609	39483.5166317	39579.3089465	39531.6913553	39206.1234829	38996.6864659	38820.4491109	38845.5735702	38714.2434708	38477.2184314	38731.9149645	38479.0384324	38100.5020527	37980.8124389	37828.1575509	38390.3673961	38371.2510605	38366.4676978	38141.1577481	37934.7058796	37756.4161804	37299.4132938	37261.8091668	37195.343359	36883.0195565	36576.2464097	36523.6007824	36038.3810232	35300.7708674	34763.93996	33892.3369756	32839.817153	31578.0359705	29602.9666794	27252.872315	25025.1428013	22688.1982628	20280.7807746	17399.7097984	14148.7743668	10643.994872	7055.30202861	2546.41396521
T007-B2SalBAL-PBmiRNA_S29_qualimap	25688.0043623	28601.8877129	29763.6374286	30636.2830575	35308.9395056	37345.1586302	38803.5840973	40352.9321792	40922.2097706	41637.2248349	42338.1404617	42434.4156991	42379.7915024	42583.7478828	42363.1600768	42439.4798244	42719.8578907	42904.2864384	43022.1316025	42845.28509	42971.3495222	42603.5599468	42689.4781651	42621.6437051	42967.6345547	39672.8580149	39175.9250403	39015.0895688	36930.8178973	36036.3123645	35824.5241585	35388.6345792	35604.2064053	35804.0652319	35631.9436687	35655.6362888	35631.9229641	35937.0913542	36058.7069997	36300.6674043	36541.4509762	36439.2827504	36343.8416531	36387.718191	36560.1717706	36391.0653073	35883.1366002	35419.4881647	35253.3777864	35465.0807195	35814.3351259	35937.1470941	35538.98626	35009.6046197	34849.6979646	34909.743687	34915.5428612	34621.6782082	34503.6685175	34557.8398981	34462.9522918	34172.659093	33967.2536695	33817.2275504	33900.8424253	33788.2038735	33461.4110896	33710.7884451	33436.9545161	33037.992874	32866.2485138	32632.659457	33118.0590746	33153.0242387	33251.6843545	33197.1250714	33126.346481	32977.5927106	32485.6099647	32425.3229992	32364.8212156	32099.6163741	31823.293935	31700.6408135	31247.2498402	30383.199992	29944.7056511	29313.7329391	28496.6734051	27401.8100374	25630.7518472	23588.4920004	21652.7982292	19675.8496497	17638.2712086	15179.1600179	12429.9214093	9361.64104055	6205.55970192	2264.22404918
T009-B1BALCells-PBmiRNA_S25_qualimap	10894.3111294	11857.0512277	12345.2571472	12708.7240459	14058.8254757	14752.2139205	15309.6763059	15994.0359137	16348.9702713	16956.6726851	17402.8920116	17414.2068158	17558.1697026	17849.734687	17623.6664614	17747.8806703	17903.3326683	17944.0324601	17938.41666	17936.2045679	18061.2550435	17984.0267395	17919.5853244	17893.6176142	18016.7742003	16962.9149372	17058.7332564	16973.1853363	16434.2146461	16178.6645958	16040.3691813	15536.7510843	15514.5464688	15612.0818316	15653.6497687	15618.328146	15755.1518707	16032.5482124	16155.3698784	16226.1951775	16528.2091557	16366.7946962	16225.9956856	16291.0073289	16354.6032762	16198.8140345	15945.5228192	15726.0326115	15388.8632502	15447.7772212	15584.871686	15654.4021534	15614.0366814	15533.1602446	15410.7502227	15375.5209087	15390.0060482	14969.7859295	14732.3279885	14649.489643	14577.967693	14507.0604731	14494.816821	14512.6167439	14474.2896579	14543.3128707	14467.9743038	14541.2227675	14435.0148759	14218.242333	14070.3236517	13816.3970074	14023.2298869	14026.0237968	14010.9542198	14122.7867461	14161.1380221	14139.5228399	14129.3075464	14358.7907076	14294.7560011	14243.6245755	14200.5086276	14356.8001791	14240.5247091	13870.5729252	13670.0725998	13324.1498229	13095.4002699	12582.9623546	11847.6358999	10800.1673298	10069.4962461	9330.48742611	8338.19352102	7205.82239573	6156.29595459	4654.98591858	3012.11532965	1249.80512317
T009-B2BCGBAL-PBmiRNA_S7_qualimap	21617.5423081	23888.9867189	24936.2110582	25746.5182445	29369.8631425	30948.1128703	32180.2290501	33754.9060247	34639.4754685	35868.3243168	36883.9132661	36906.4236672	37367.5144511	38110.4958605	37968.5341724	38317.2627384	38920.8987312	38870.3985464	38735.79016	38443.118396	38754.2595255	38778.0053024	38667.4394927	38674.4187289	38763.6343439	35826.0050408	35624.1585249	35480.4040089	33695.7365059	32973.8659413	32616.8113353	31893.390799	31982.7958837	32271.6112933	32001.3968754	31943.8679555	32067.7539601	32545.7650595	32629.8576093	32707.7628293	32871.1643335	32399.8523553	32039.2613796	32087.5425069	32351.3781085	32428.1569791	31919.5102165	31518.3483452	30978.3285597	31140.5774227	31336.5394878	31244.0919298	31140.8867286	30930.9148467	30664.9803783	30440.0290584	30469.0078174	29731.5258769	29229.2495604	29145.4579026	29128.3540961	28936.2848	28906.7134801	28837.2722402	28672.3755282	28713.0785954	28781.940122	28863.5786608	28587.8005463	28002.8373027	27601.4161757	27010.2250876	27598.5806324	27617.9989108	27451.5928002	27400.1284278	27426.6551224	27246.3721609	27048.6255583	27349.4993726	27298.0531306	27254.9537948	27280.2713188	27824.6473707	27739.6326794	27144.7600606	26622.1317993	25781.788237	25257.2725134	24197.0624789	22814.6253861	20867.3941236	19519.2664585	18133.877288	16224.0621152	14060.4896818	12168.3260387	9369.16582821	6169.15522522	2671.9207494
T009-B2PPDBAL-PBmiRNA_S28_qualimap	22422.4238846	25131.0823097	26053.9796462	26644.3817463	31898.5152594	33830.7194517	35025.6724124	36342.4211686	37015.5728842	37900.3871986	38555.9088105	38632.6346075	38868.488989	39533.9117447	39643.7926164	40038.7669683	40436.9690621	40549.9922102	40451.0055453	40117.114887	40230.1544794	40079.2200859	40641.9799814	40616.4923811	40535.3216601	36207.6746525	35989.2851831	36033.3684301	34788.7230861	34112.0562435	33460.6123045	32768.0606719	33131.9498086	33176.6161336	33172.4505974	33288.6164795	33102.1442462	33493.3348532	33882.3048765	34439.2526902	34827.4572792	34852.7835656	34519.5768976	34431.58654	34483.2674528	34416.5123591	33952.3748663	33576.0671678	33001.359149	32926.5118973	33735.3075025	33752.0302862	33297.9296471	33127.2737284	33007.493211	33282.6061931	33414.7911942	32731.973856	32375.6920705	32391.6014989	31889.9645016	31465.5372247	31441.7282111	31366.4375755	31355.0817427	31400.3465338	30906.8051113	31261.5125226	31008.7087218	30425.7651747	30188.322385	29691.0063348	29911.2018168	29938.9434206	30077.0352377	30168.6138228	30501.1012778	30590.8169468	30485.1492034	31270.6429571	31157.1654402	30823.4791616	30706.3726283	30692.7293884	30240.1073184	28999.7003216	28616.1098301	28089.0229219	27446.7614289	26269.3793714	24414.7762067	22260.8360497	20636.4438303	19070.5935274	17090.3764453	14719.095404	12602.6704455	9385.27832427	5818.544409	2188.75605221
T009-B2SalBAL-PBmiRNA_S6_qualimap	20554.8688723	22909.2286604	24053.1512756	25106.5997812	27912.4798405	29314.6130842	30409.3831891	31584.6316963	32141.6610593	32714.2175327	33261.3486648	33196.2216236	33071.8399712	33263.0203831	33142.2268465	33130.0037882	33334.4465593	33454.3368631	33546.9471379	33496.5252109	33554.8832821	33275.9533916	33034.1335106	32932.0595614	33071.8441813	31356.3709137	31128.5226264	30996.8377974	29022.0771592	28348.1665384	28119.6320254	27649.0522819	27733.0410734	27837.2446379	27568.8559773	27485.3884041	27485.2707149	27659.714423	27608.0052304	27593.8798689	27736.5182684	27556.2203737	27509.1726932	27614.0240352	27740.1718152	27653.4970987	27312.8216813	27025.1610948	26810.8961753	26884.0607323	27035.7009753	27189.0848649	27003.1834201	26706.0646644	26603.2803628	26547.1306828	26595.0740611	26315.3416019	26052.9334369	26001.6764517	26002.6116523	25779.8367215	25588.7593944	25424.8725588	25456.9753458	25489.1365346	25365.5287522	25485.5606313	25250.1484034	24952.8946459	24792.0730476	24635.4782095	25450.6081203	25511.3959181	25452.2279311	25375.4263736	25290.0126431	25107.5100298	24816.7590852	24763.5167799	24691.8244937	24566.3230835	24398.3942684	24433.519908	24115.4721597	23613.2658108	23247.8633901	22582.7238562	21862.3728185	20958.9416499	19770.2973894	18289.9385729	16909.7626562	15450.6785093	13862.9254956	12019.3304371	9938.66429215	7592.43661063	5282.71416205	2165.09248445
T010-B1BALRNA-PBmiRNA_S9_qualimap	16138.7331048	17754.7479818	18436.6202977	19012.337606	21335.8546638	22498.7755989	23422.1262748	24373.8343266	24836.9363019	25427.0894064	25904.7104903	26001.5633383	26068.596465	26383.5101547	26341.27859	26470.7076329	26713.6273374	26866.6327058	26828.3363728	26726.2272569	26808.5482783	26652.8202224	26680.1060098	26613.1319144	26766.6262741	25217.4549154	25140.6650358	25107.2080868	24045.3883381	23636.3233203	23483.9378334	23052.2573132	23248.6231427	23326.6296402	23321.7040729	23402.9095586	23421.7382454	23670.7034378	23774.7718676	23979.0777917	24088.5375414	23957.8563693	23801.545245	23841.6035967	23923.8036203	23833.9725079	23508.6493545	23189.1506084	22889.9122594	22978.1326081	23214.9249333	23279.1636877	22953.5127863	22818.5051439	22725.6089811	22798.6286819	22815.4065644	22487.2918206	22254.777857	22101.4025373	21925.1752208	21733.3452699	21695.265772	21654.9452295	21687.3990677	21710.0431104	21466.9402178	21662.962576	21503.1981158	21238.8697621	21097.1524442	20879.8250075	21201.0971083	21233.2784861	21296.0097196	21417.575455	21530.6942454	21510.316261	21408.563617	21649.4739038	21608.9737335	21454.7799728	21378.1083029	21381.8885809	21102.6756384	20351.8568996	20062.7744184	19725.6560157	19232.8606588	18504.1710535	17377.3916102	15951.3569656	14721.5766328	13511.8171707	12061.9543599	10422.4958499	8832.88239847	6634.93427585	4275.5760485	1615.43992415
T011-B1BALCells-PBmiRNA_S4_qualimap	31228.5813803	34675.7656833	36530.5934932	38077.4186033	42463.8632816	44921.872505	47137.0274618	49197.4155729	49974.4052055	50824.7863039	52062.6854615	52037.1748264	51637.7973525	51722.775922	51514.4085832	51347.417981	51518.3748775	51633.0536422	51918.4818843	51884.4661531	52250.2579155	51656.2953681	51080.3430323	50748.2905167	50938.3822769	48291.0305876	47682.1960922	47473.2905037	44014.8597964	42722.2154911	42348.1158955	41387.0209691	41277.842359	41571.8558428	41062.8849797	40898.5079469	40768.8426451	40834.8742538	40681.0059052	40653.6490201	40959.1015335	40785.8868507	40789.8607129	41023.4968141	41274.0663006	40876.2792578	40228.4307927	39565.048794	39299.4289433	39571.6019373	39689.9234474	39932.6412162	39692.2647285	39101.7641724	38855.321112	38515.5618869	38438.0130985	38253.7298219	38059.0713211	38081.1488678	38202.1552625	37769.3072401	37435.9452428	37226.3071753	37361.0244051	37336.68937	37168.8304303	37349.1431007	36942.8657322	36385.8926292	36246.0657436	36012.6501136	37008.9474302	37096.4062326	36889.0341606	36644.1813501	36405.3699145	36031.7222014	35365.0727745	35159.2276259	35001.7210183	34652.1908238	34548.5803158	34675.9621933	34181.2659034	33516.5243266	32874.5411048	31825.14742	30510.5362006	29237.5371253	27643.5069741	25613.4152152	23629.9875819	21463.0116669	19302.8669879	16751.832159	13675.911515	10662.7066753	7548.83421008	2992.30092798
T011-B2BCGBAL-PBmiRNA_S22_qualimap	22646.2011105	24653.3085723	25830.7780656	26851.5097916	29618.9628506	31122.1616824	32368.0312056	33598.6490673	34066.2673934	34676.0414624	35425.7560453	35398.4507195	35300.700732	35459.6140367	35330.1172732	35320.8609639	35534.1845042	35661.3091997	35792.9202804	35762.1324848	35913.8194624	35619.2983608	35394.137957	35249.9318134	35389.3829443	33779.9445188	33556.9595095	33448.9645657	32027.0051756	31400.6771978	31234.8507831	30692.0966832	30732.8715704	30924.8994039	30733.4667179	30762.6723474	30763.9785495	30887.3837809	30799.7913739	30837.6198714	30993.712315	30876.6917903	30913.3948976	31111.8592233	31304.3165653	31149.878286	30702.9761581	30308.6971686	30143.4327363	30318.8807381	30486.6287925	30601.7440881	30362.3619999	30056.9599509	29939.2611755	29812.5683321	29851.7110165	29624.0331704	29415.2537016	29312.8355882	29333.001611	29076.9707204	28892.2370286	28754.1408606	28870.9140021	28906.1768133	28826.9927533	29112.9465417	28993.066095	28677.5231899	28555.1834572	28339.0844097	28730.385784	28800.3064674	28834.0835363	28819.6276422	28722.6542773	28512.8368891	28176.4713686	28237.1556353	28181.4040012	28020.1814469	27886.6706085	27831.4936891	27463.4707884	26889.8854795	26464.9067945	25874.6160456	25022.4792816	24043.8651457	22651.9556842	20945.6853209	19278.5596154	17516.0588567	15584.1601302	13378.0297811	10888.7736281	8201.47989261	5478.99599812	2003.13890323
T011-B2BCGBAL-PBmiRNA_S5_qualimap	15287.5855219	16592.4198714	17368.0492661	18043.2704971	19589.9989795	20488.0343166	21200.2036499	21958.4768501	22313.7538693	22824.0865579	23399.855348	23449.9702808	23514.6040224	23771.9019013	23736.2569909	23759.4133455	23904.904624	23933.8869504	23976.7978563	23933.2504647	24064.3806313	23966.8260511	23880.9499642	23837.3695094	23939.9195397	23108.8085529	23050.8840832	22986.5709514	22165.0484677	21808.5058652	21659.545686	21305.8026983	21352.5977848	21484.6048378	21410.5700828	21410.1543013	21500.7946082	21662.5027075	21705.5727127	21752.9595388	21914.872464	21824.9476758	21808.3189209	21931.5886088	22058.5853711	21930.1661978	21592.4535876	21297.7256935	21107.7863533	21183.6198376	21222.9123197	21258.5095412	21096.2507865	20915.1762778	20838.5142842	20760.1594184	20796.6957218	20595.9207013	20407.4911509	20302.3429245	20266.4902771	20118.4127123	20036.1328562	19961.0065074	19973.079482	20026.3968609	19971.9178912	20141.9592424	20075.1129604	19906.0450793	19829.8849591	19655.9712306	19927.8658105	19976.8113549	19994.7019594	20007.6748018	19956.6808635	19862.97687	19731.6373814	19796.3225202	19734.4591046	19590.721385	19481.6259329	19472.5484938	19197.3641338	18802.7133677	18494.0496555	18080.435622	17522.2715794	16782.130536	15807.3123377	14587.1548284	13459.4683339	12287.7130105	10944.6048883	9416.13479385	7728.07378121	5811.08999409	3874.16570129	1454.90699438
T011-B2PPDBAL-PBmiRNA1_S23_qualimap	34668.8945273	38813.0936048	40730.036745	41800.6091546	48194.1942982	50730.8658264	52457.999474	54262.7170639	54811.8909049	55730.1324644	56489.0990503	56491.9602511	56436.4494359	56780.9268695	56394.0039658	56559.1247413	56991.5323955	57168.0019269	57418.3047824	57323.3302236	57561.5453985	57177.2466707	57343.0051223	57122.8442659	57290.9297873	52393.1744372	51776.9672748	51688.5270507	48651.7397755	47415.864508	47108.704759	46536.1320402	46753.6135316	46936.0918103	46575.0878816	46654.693705	46419.0764986	46671.1348407	46669.989647	46812.5775086	47114.2449044	47037.1301397	46904.6519337	46986.0435297	47325.8799093	47077.9245114	46309.2076474	45718.7950979	45697.8356038	46011.6976684	46263.7258755	46353.115698	45916.6867769	45345.0703828	45246.9237906	45413.8169985	45583.3380551	45333.7848927	45137.6102419	45280.2169929	45289.2084611	44847.3267696	44472.979172	44204.5022121	44468.1824684	44311.8386631	44191.7962451	44708.6448246	44461.9676296	43868.3153089	43653.8836545	43448.6834291	44186.6582372	44215.7325514	44291.6911183	44075.2364435	43965.2372361	43612.4411693	42995.3702672	43080.8098546	43041.943471	42851.749965	42633.8974815	42493.1603492	41841.1420491	41046.4691041	40472.4375529	39749.0870623	38625.725647	37195.9922584	34981.3548949	32286.3023704	29654.5074364	26862.9555757	23932.8910633	20579.8394109	16820.9620066	12667.9829767	8415.1082135	3132.42447888
T011-B2PPDBAL-PLmiRNA2_S24_qualimap	14427.213266	15725.4088147	16543.0011424	17212.1978657	19189.1805471	20326.2520371	21188.9005444	22074.8264373	22408.3361118	22898.2163554	23445.143719	23477.0350158	23469.6737691	23609.915854	23417.1954175	23357.7017463	23432.6010341	23489.5600189	23553.6579142	23629.6795944	23771.5501658	23492.2494987	23241.6650267	23131.3388129	23210.6129432	22009.7847061	21864.5362006	21733.0058025	20846.8494511	20430.7086579	20359.0463222	19963.0959289	19990.8135766	20174.5299409	20095.7615575	20026.0038119	20037.436005	20151.9834113	20086.5006643	20069.6255532	20275.5447613	20188.8747874	20162.1435284	20266.9251613	20331.1633058	20119.7661729	19780.5821793	19521.3653643	19285.0121476	19391.5011752	19501.0348543	19598.5164773	19489.2752539	19295.2615128	19169.2020218	19088.8257797	19142.598888	18883.2783583	18729.3357749	18692.2148993	18686.9675294	18520.0819786	18404.5947912	18325.3194482	18398.0475771	18400.573027	18250.9620607	18444.0906664	18357.0604111	18093.9439677	17992.259506	17788.4313124	17950.2679151	17950.6011936	17882.7281657	17859.8054039	17776.4739737	17630.9206215	17388.7638552	17407.4085706	17369.0572093	17265.3031604	17200.6558224	17167.8553596	16872.9775434	16442.7094843	16174.805541	15734.7399875	15164.1605292	14530.8653318	13715.5434201	12714.4362295	11723.4004565	10627.4944581	9508.76691649	8216.92144298	6745.29562434	5128.52209692	3484.4469718	1313.38653002
T012-BALRNA-PBmiRNA_S8_qualimap	21359.8188181	23600.3823674	24631.2209893	25420.4931128	28506.5823963	29972.6129174	31071.762454	32173.2138209	32639.7311093	33216.9959694	33697.5522801	33758.8352922	33728.0345471	33907.5840323	33860.6663142	33941.4729088	34117.1975132	34275.8288242	34376.1613323	34333.2974134	34447.7394292	34161.4853705	34158.8789877	34088.1360315	34354.5554148	32397.5424041	32144.0329136	31995.8721963	30489.220328	29861.2683887	29699.6790151	29359.2229476	29651.1374982	29819.2934247	29753.1374934	29779.7050656	29764.0403413	30004.8913072	30168.5456305	30314.6958495	30517.237858	30452.1140779	30388.6989648	30480.779478	30629.9563005	30562.0502917	30196.1315319	29880.4258149	29735.8827151	29891.2779543	30181.1664804	30230.3805577	29827.001419	29589.042928	29500.9604532	29536.6386593	29553.6250863	29374.3161575	29237.0782419	29140.0452546	29046.4602565	28793.9807171	28626.9783401	28514.6214097	28619.7164331	28551.1409981	28314.9821591	28533.6687161	28298.5567915	28094.1355377	27992.8167957	27788.357327	28117.2430772	28142.7472093	28208.684049	28242.3614319	28293.873459	28181.8492906	27917.951583	28032.3343714	27978.5342563	27777.4637706	27700.9914723	27610.3492719	27211.5346958	26486.420863	26128.0128702	25647.4412186	24809.4943058	23813.6596818	22365.1708711	20569.9404464	18876.0660412	17238.9949748	15383.4365487	13235.7021538	10909.4859187	8177.46047306	5270.17769366	1862.7991427
T013-B1BALCells-PBmiRNA_S4_qualimap	15814.6503819	17495.7325247	18327.3032391	19061.3935474	21264.3998968	22352.0275352	23298.4579712	24432.1229716	24858.9425536	25370.9245822	25951.9582138	26202.9494114	26175.0687456	26293.2772665	26260.7829236	26314.9849754	26505.162227	26659.3538494	26763.4906642	26722.3984962	26817.7332101	26556.2662877	26418.1687152	26340.9332106	26483.8788021	25225.4450554	25010.0428925	24932.7034661	23722.1185619	23219.7518711	23143.4560982	22779.7105066	22893.1068231	23017.6511736	22938.053427	22974.9646687	22922.9918064	23070.617425	23082.9193623	23077.5719075	23072.3383212	22933.6482474	22884.7887302	22989.5284151	23088.9190186	22947.564491	22681.9393599	22524.0800737	22445.6658894	22536.6698536	22702.8947154	22766.8395055	22469.2576406	22248.7003104	22161.7243637	22198.66804	22237.795239	22055.3825804	21840.5839801	21694.3303357	21640.7902113	21391.7797779	21170.8028035	21089.6842146	21245.4169232	21279.925613	21176.1030106	21345.7474581	21172.9212532	20936.4709992	20791.9656685	20625.8622886	20860.3756099	20815.9531678	20840.8763634	20845.0370321	20768.7879548	20645.4628351	20459.1727385	20495.9610273	20468.065958	20348.6456213	20348.6926832	20381.0882611	20052.2905724	19507.8549705	19222.1672797	18817.0101122	18038.827655	17292.8279213	16292.6814942	15061.0896316	13877.2850299	12674.3172446	11300.7560184	9729.19211719	7986.81218304	6013.55129391	3944.37519472	1423.24633071
T013-B2BCGBAL-PBmiRNA_S7_qualimap	21117.2036429	23411.3727831	24396.4696879	25142.2739571	28463.6586619	29923.8202189	31084.9783598	32276.8894471	32760.2178662	33352.3774978	33929.4058613	34115.0646392	34118.4691032	34303.3542793	34323.2991217	34435.63481	34667.932825	34896.6454388	34938.2013869	34806.805807	34911.8065718	34685.8219739	34742.9210205	34702.6592201	34908.1519152	32732.622427	32502.9898755	32404.1599729	31119.0677951	30483.0556413	30309.5645868	29947.3609956	30233.2511979	30347.1837635	30294.2070687	30313.1944764	30274.0466097	30531.537364	30665.6900661	30848.4272761	30841.3792587	30791.0979228	30728.5303047	30794.2347252	30949.147059	30840.2710407	30489.3199296	30268.6976102	30102.4293612	30283.8487857	30651.5034486	30693.3822623	30261.3086969	29955.9076792	29889.9060641	30035.7525954	30108.9885749	29849.9641851	29714.2654187	29657.2638827	29525.5866755	29264.5301577	29129.7240523	29033.9615261	29129.8791939	29077.4257432	28784.4562954	29065.0882272	28801.5369944	28485.687578	28331.5506687	28105.9546237	28337.6362724	28303.8196771	28408.0187167	28435.7708645	28452.4397805	28340.2929909	28157.4552702	28389.6560398	28352.3960483	28118.1907565	28014.5795865	27957.2574708	27547.4458194	26684.4374877	26279.1196457	25766.6595626	24937.3613717	23895.9675617	22383.1071734	20579.5307432	18928.99632	17273.8251127	15402.7913374	13234.531505	10936.256478	8140.87106033	5185.6627364	1825.3852392
T013-B2PPDBAL-PBmiRNA_S6_qualimap	17130.7478421	19364.7929172	20255.5145275	20845.6573635	24929.8527996	26417.9076365	27563.3849344	28774.7530908	29246.8048533	29753.4864848	30285.8495651	30409.0808867	30364.642539	30551.3280915	30567.5848035	30552.3805872	30762.4945204	30859.4304014	30919.9347272	30739.4056728	30825.1833194	30620.0741321	30688.0340085	30617.3049495	30756.9487675	27507.4209276	26945.9456216	26794.5305299	25146.2256884	24365.3175895	24203.9310491	23907.7794813	23959.7958927	24101.4994917	23876.066123	23810.0399007	23801.1861129	24026.4175448	24069.8414325	24250.727759	24417.5914022	24314.3401726	24190.1805388	24192.2603618	24280.8853712	24084.8785953	23770.245908	23473.0676247	23405.2033118	23658.7056717	23861.143868	23972.948288	23849.9248673	23449.625101	23366.433455	23386.6134253	23386.7179966	23169.8918626	23135.4123457	23266.5404424	23305.3322457	23126.4136101	22963.4242244	22867.0790893	22925.7556182	22835.4827605	22664.4003672	22924.5848445	22648.053278	22209.7409098	22162.6980347	21964.0248836	22368.4103017	22360.1393229	22275.9944354	22081.9386824	21853.8783312	21675.8183688	21328.482143	21302.315113	21212.4423597	21019.6657135	20922.0559869	20999.473687	20664.6963157	20117.2978101	19756.2376149	19213.7479	18513.066055	17763.756906	16673.8590976	15351.1272474	14146.5880012	12847.8998812	11486.7710909	9918.85963523	8151.89124364	6236.50264662	4188.35248417	1567.78770369
